query,001SaciDSM13117T,002SaciT0-18T,003SaciSPDF1,004SaciSUNEO,005SaciAPG1,006SbenDSM103927T,007SbenVV6,008ScheDSM21508T,009ScheBIGb0227,010ScycLMG31208T,011SdaeJCM16244T,012SgenJCM13324T,013SgenN1,014SgenSMYL98,015SgenSCPM-O-B-9794,016SginDSM24757T,017SgoyBIO128,018ShumDSM18929T,019SindLMG29892T,020SindDAIF1,021SindMGMM10,022SindK279a,023SindRS7,024SindCPHE1,025SkorDSM17805T,026SkorW1S232,027SlacM15T,028SlacYR347,029SlacTUM20371,030SlacAs7,031SlacBi66,032SlacRIT_As_2,033SlacBi35,034SlauK32T,035SmalNCTC10257T,036SmalNCTC10258,037SmalCF13,038SmalSGY2,039SmalLH_B2,040SmalGYH,041SmalSTEN00241,042SmalWGB211,043SmalSJTH1,044SmalFZD2,045SmalSJTL3,046SmalZT1,047SmalACYCb_6H,048SmalPEG_68,049SmalNCTC10259,050Smal2013SM12,051SmalPEG_305,052SmalMER1,053SmalPEG_42,054SmalNCTC13014,055SmalCSM2,056SmalJV3,057SmalKMM_349,058SmalR551_3,059SmalU5,060SmalX28,061SmalAA1,062SmalISMMS3,063SmalOUC_Est10,064SmalJZL8,065SmalISMMS2R,066SmalCol1,067SmalACYCd9D,068Smal2013_SM4,069SmalSoD9b,070SmalPEG_141,071SmalDHHJ,072SmalT50_20,073SmalPEG_173,074SmalSM_866,075SmorCPCC101365T,076SmurDSM28631T,077SmurCCV155,078SmurSMYL13_,079SnemCPCC101271T,080SnitDSM12575T,081Snit2001,082SpanJCM16536T,083SpanGSS15,084SpavDSM25135T,085SpavY,086SpavPI-27,087SpenSa5BUN4T,088SpicJCM9942T,089SriyCFS3442T,090SrhiDSM14405T,091SrhiSR80,092SrhiBl2-2,093SrhiCFBP13529,094SrhiCFBP9006,095SrhiIS26,096SrhiUSBAGBX843,097SrhiJC1,098SrhiDE0483,099SrhiGN_RF2_1,100SrhiRIT_551,101SrhiBIGb0145,102SrhiBIGb0277,103SsepSM16975T,104SsepZH16.fasta,105SsepSMYL93,106SsepSMYL57,107SterDSM18941T,108StumJCM30961T,109ICU_D3_102,110UCE_D3_125,111UCE_D5_37,112GM_D5_87,113ICU_New_95,114ICU_New_188,115ICU_New_296,116GM_D3_185,117GM_D3_189,118GM_D4_135,119UCE_D6_43,120ICU_D4_5,121ICU_D4_210,122UCE_D5_25,123UCE_D6_155,124UCE_D3_105,125GM_D5_149,126ICU_D3_80,127H_D3_146,128ICU_D4_12,129ICU_D4_90,130GM_D4_145,131PhibATCC19867T,132PdokDSM21858T,133XmalLMG27592T,SaraA5588,SoahA5586,Spigmentata610A2,max_value,max_column
029SlacTUM20371,83.1963,83.3069,83.1885,83.2379,83.2003,84.833,84.817,84.6591,84.7244,88.4328,83.1731,88.6508,88.6573,88.7568,88.6786,81.3769,85.0596,82.0445,94.0126,93.9938,93.9374,93.9554,93.7115,93.6673,81.0213,81.1661,95.9268,95.9422,100.0,96.0367,96.2518,95.4057,95.2533,84.5039,88.6224,88.5028,88.483,87.4386,87.4388,88.7643,88.7243,88.4033,88.5825,88.6515,88.7482,88.3944,88.3279,88.7124,88.7053,88.6325,88.4816,95.9243,88.5733,88.4977,88.8613,88.753,88.7334,88.7133,93.9865,88.5649,88.558,88.8608,88.5395,88.7086,88.7063,88.695,88.352,88.4819,88.3699,88.5885,88.5072,88.8172,88.7495,88.445,82.6836,88.5745,88.6734,88.6076,84.3941,83.3249,82.3616,82.4275,82.3821,88.3735,88.4437,88.4343,84.4456,82.8483,88.6795,84.7789,84.5743,84.5165,84.7583,84.748,84.4517,84.3096,84.384,84.4547,84.7737,84.5781,84.2667,84.346,88.3915,88.4335,88.2332,88.557,82.3537,84.2183,88.5083,88.6077,88.6821,88.4487,88.6063,88.6134,88.5579,88.5449,88.6505,88.6121,88.6132,88.9399,88.893,88.6402,88.6923,88.5469,88.5253,88.4613,88.754,88.8481,88.7224,88.6347,88.3604,79.9037,80.7821,85.0564,84.157,82.1853,96.2518,031SlacBi66
030SlacAs7,83.1661,83.2532,83.2849,83.2815,83.2721,84.7798,84.697,84.8002,84.7449,88.3802,83.081,88.5248,88.5977,88.6245,88.6317,81.2922,84.5285,82.1285,93.8913,93.9359,93.8428,93.9949,93.7606,93.6204,81.0179,81.0008,96.9044,96.0755,96.0273,100.0,95.8038,95.6932,95.1522,84.5231,88.3983,88.4552,88.5776,87.3004,87.4535,88.5005,88.4791,88.4202,88.491,88.6223,88.7363,88.4001,88.3084,88.5885,88.6951,88.4164,88.412,95.8893,88.5998,88.5167,88.7607,88.8193,88.7991,88.8299,94.0223,88.5586,88.5829,88.6844,88.5133,88.5995,88.6451,88.727,88.3796,88.284,88.2975,88.4588,88.494,88.5983,88.6398,88.4909,82.7677,88.4839,88.6346,88.662,84.2851,83.2185,82.3437,82.3947,82.4031,88.3596,88.4892,88.4059,84.5897,82.51,88.5822,84.8526,84.497,84.7375,84.6463,84.7435,84.4213,84.5048,84.2355,84.6279,84.9502,84.6338,84.4329,84.3534,88.242,88.3319,88.1851,88.3898,82.4539,84.1274,88.498,88.4944,88.5323,88.5025,88.4792,88.4591,88.4955,88.505,88.5283,88.5171,88.5799,88.619,88.6213,88.6547,88.709,88.5218,88.5232,88.6212,88.7247,88.6967,88.6665,88.5736,88.364,80.0167,80.7762,84.781,84.1162,82.3002,96.9044,027SlacM15T
031SlacBi66,83.0193,83.0628,83.1526,83.203,83.146,84.5121,84.5194,84.6267,84.662,88.2789,82.9075,88.4684,88.5526,88.6039,88.4622,81.3297,84.4185,82.0086,93.9369,93.8976,93.898,93.9707,93.705,93.6145,80.9718,81.0921,96.2277,96.1354,96.2808,95.7799,100.0,95.0096,95.4483,84.3853,88.3113,88.3176,88.3659,87.197,87.2939,88.3845,88.4235,88.3957,88.4043,88.53,88.4989,88.208,88.1747,88.5104,88.4887,88.1877,88.2359,96.4442,88.3427,88.4128,88.5993,88.6307,88.6818,88.6052,93.9311,88.4665,88.5218,88.4239,88.4726,88.5654,88.6052,88.6096,88.2161,88.1817,88.2321,88.3521,88.4855,88.5324,88.4434,88.3693,82.5976,88.3395,88.3926,88.3669,84.2036,83.2429,82.1614,82.2375,82.2572,88.2051,88.2045,88.2267,84.435,82.4161,88.4307,84.7012,84.4091,84.4171,84.6606,84.5412,84.3351,84.2621,84.2134,84.3687,84.5848,84.5058,84.1639,84.253,88.1772,88.1429,88.1727,88.296,82.1536,83.9461,88.3409,88.3597,88.3502,88.4136,88.406,88.4104,88.4478,88.345,88.3918,88.3594,88.4171,88.4955,88.5385,88.4124,88.5158,88.4293,88.4724,88.4416,88.5433,88.5442,88.5874,88.4803,88.2392,79.6968,80.8409,84.5707,83.8899,82.2152,96.4442,052SmalMER1
032SlacRIT_As_2,83.2496,83.2068,83.2503,83.2508,83.3537,84.6133,84.6064,84.7523,84.8175,88.3897,83.1258,88.3263,88.4973,88.5929,88.597,81.3858,84.6214,82.2314,93.9076,93.9574,93.8831,93.9539,93.7107,93.8009,81.3059,81.2037,95.4156,95.3242,95.5263,95.8441,95.0713,100.0,94.7733,84.6306,88.2751,88.3609,88.5255,87.1527,87.2459,88.4645,88.4443,88.4531,88.4247,88.4723,88.5408,88.2593,88.1872,88.5294,88.5581,88.3741,88.4008,95.1955,88.4172,88.3149,88.6245,88.8727,88.6253,88.5573,94.0011,88.6347,88.4596,88.5853,88.4814,88.4998,88.4924,88.6632,88.2865,88.1975,88.1608,88.4661,88.4468,88.5534,88.6205,88.5588,82.5947,88.356,88.4898,88.382,84.3117,83.0789,82.3819,82.4857,82.5058,88.3201,88.233,88.3195,84.5012,82.7269,88.4957,84.9474,84.6738,84.6247,84.7838,84.7284,84.416,84.3671,84.4042,84.4218,84.9004,84.5821,84.2888,84.3092,88.1695,88.1933,88.1558,88.3556,82.6329,84.138,88.21,88.3127,88.3508,88.3927,88.3286,88.3233,88.3553,88.3269,88.4124,88.4224,88.4496,88.5059,88.5252,88.4484,88.5017,88.6312,88.5398,88.6004,88.7128,88.6912,88.7172,88.4855,88.2017,79.89,80.6094,84.5965,83.9989,82.4346,95.8441,030SlacAs7
033SlacBi35,83.0533,82.9986,83.0824,83.118,83.1264,84.6469,84.4971,84.6813,84.6498,88.2848,82.9358,88.2472,88.3968,88.4367,88.383,81.2589,84.5685,82.0105,93.7725,93.8193,93.8182,94.0819,93.605,93.5082,81.1178,81.2239,95.3996,95.4214,95.2801,95.187,95.5607,94.6958,100.0,84.4602,88.195,88.3005,88.2723,87.0864,87.0694,88.35,88.3153,88.3641,88.3386,88.3514,88.3671,88.241,88.1506,88.438,88.4207,88.1851,88.2449,95.4378,88.3846,88.2843,88.5179,88.657,88.4681,88.5293,93.9287,88.4026,88.4333,88.4034,88.3937,88.3749,88.3935,88.4695,88.238,88.1373,88.0714,88.3895,88.3437,88.4454,88.477,88.4372,82.6942,88.2895,88.4491,88.3954,84.3081,83.2026,82.3817,82.2719,82.3857,88.1246,88.0991,88.134,84.3909,82.6213,88.3935,84.6811,84.5359,84.4842,84.6384,84.5305,84.3502,84.3118,84.2301,84.4748,84.5841,84.5782,84.3569,84.2463,88.0913,88.1254,88.0112,88.1114,82.4837,83.8971,88.3056,88.2544,88.3318,88.2924,88.2231,88.2356,88.3008,88.3621,88.3198,88.2639,88.3757,88.3647,88.438,88.4137,88.4512,88.3817,88.3584,88.4425,88.5508,88.5325,88.5743,88.2909,88.2441,79.9021,80.858,84.6081,83.9227,82.2934,95.5607,031SlacBi66
034SlauK32T,82.6693,82.8323,82.5817,82.8005,82.894,84.0369,84.0071,92.3377,92.3386,84.9988,82.6937,84.5701,84.6332,84.754,84.689,81.0782,83.9496,81.6862,84.851,84.8051,84.7322,84.7687,84.7702,84.8176,80.8347,80.794,84.6664,84.7051,84.5994,84.6137,84.645,84.8061,84.6221,100.0,84.5849,84.6501,84.5889,84.1058,84.075,84.8339,84.7983,84.6437,84.6543,84.7605,84.7757,84.6243,84.5959,84.6435,84.6654,84.8069,84.7263,84.5499,84.4372,84.4303,84.7986,84.8489,84.5061,84.5526,84.8326,84.7534,85.0897,84.7208,84.5495,84.596,84.5702,84.6855,84.4912,84.4294,84.5373,84.5843,84.659,84.7012,84.6476,84.5784,81.9954,84.5951,84.7087,84.6262,83.8337,82.7325,81.9185,82.3264,82.3118,84.7537,84.6892,84.7763,97.2161,82.0641,84.621,84.1972,84.1672,84.1392,84.2794,84.1973,83.978,83.9625,83.9773,84.1166,84.6218,84.1314,83.9515,83.9857,84.4508,84.4322,84.5561,84.5534,81.8993,85.9414,84.5216,84.6195,84.6223,84.6311,84.6265,84.5474,84.5117,84.6676,84.6625,84.6838,84.6513,84.7782,84.7924,84.6489,84.7059,84.6797,84.7128,84.693,84.6738,84.7196,84.7315,84.694,84.5606,79.7513,80.4947,84.0801,83.4429,81.6813,97.2161,087SpenSa5BUN4T
035SmalNCTC10257T,83.5709,83.6833,83.6445,83.6784,83.6528,84.8358,84.5154,84.5906,84.7202,88.9354,83.4631,93.0863,93.0284,93.1215,92.9945,81.3247,84.854,82.1436,88.4226,88.4353,88.2485,88.3338,88.3431,88.3406,81.3311,81.1455,88.4777,88.3746,88.6074,88.3272,88.2568,88.1885,88.2877,84.4487,100.0,98.1757,97.8692,88.1723,88.2473,90.8857,90.9655,92.482,92.6093,92.4972,92.4857,92.9145,92.7886,92.5323,92.5486,91.9145,91.7275,88.2473,93.2315,93.3176,92.3055,92.2273,91.6296,91.6046,88.4703,93.9696,89.0415,91.5165,92.8797,93.1101,93.1023,93.1213,91.9559,92.1597,92.0669,92.7778,92.8768,92.9803,92.8822,92.9854,83.1185,92.4074,92.4344,92.3378,84.341,83.697,82.5826,82.8212,82.7488,91.7089,91.8746,91.6756,84.4939,83.062,92.4095,84.7531,84.573,84.5516,84.6312,84.6566,84.3059,84.2956,84.3498,84.6289,84.7838,84.6374,84.3549,84.404,91.8999,91.9069,91.8285,92.2478,82.4111,84.0399,97.819,97.7632,97.5133,97.9926,97.7977,97.7529,97.7493,92.3796,92.4184,92.4093,92.3662,92.5409,92.5368,92.4925,92.5453,92.7455,93.9302,91.1838,91.2871,91.3327,91.3048,91.3372,92.8228,79.6295,80.6772,84.8221,84.2223,82.378,98.1757,036SmalNCTC10258
036SmalNCTC10258,83.6455,83.8166,83.7983,83.8413,83.7819,84.9965,84.5346,84.7837,84.7657,88.8708,83.6175,93.0005,93.0346,93.1098,93.0195,81.2565,84.695,82.24,88.5175,88.3969,88.4832,88.4629,88.3629,88.4437,81.3269,81.2716,88.4311,88.4109,88.4989,88.3886,88.3415,88.3235,88.2761,84.557,98.1849,100.0,98.1875,88.2379,88.2888,90.8881,90.8079,92.608,92.6596,92.5326,92.5345,92.9446,92.8841,92.5012,92.5109,91.9104,91.8993,88.4703,93.2638,93.4903,92.1708,92.2354,91.6039,91.5436,88.5593,93.8932,89.1215,91.3742,92.8102,93.0056,93.0568,93.0814,92.0188,92.0084,92.1139,92.7138,92.895,92.7451,92.7119,93.0109,83.2012,92.5484,92.4512,92.4826,84.422,83.7999,82.5085,82.8044,82.8762,91.7566,91.8778,91.8228,84.5561,82.7907,92.4952,84.7572,84.7209,84.8623,84.6828,84.6433,84.4311,84.4306,84.3334,84.7446,84.868,84.8449,84.496,84.4478,91.9117,91.9128,91.8771,92.0666,82.5638,84.0587,98.4352,98.2441,97.7556,98.1873,98.2485,98.2459,98.2463,92.5316,92.5221,92.543,92.4356,92.5105,92.5851,92.5209,92.5043,92.752,93.9789,91.391,91.2594,91.2654,91.2948,91.2852,92.8858,80.0235,80.8877,84.8636,84.3999,82.5,98.4352,109ICU_D3_102
037SmalCF13,83.7364,83.7096,83.8279,83.7796,83.8432,84.7837,84.6454,84.7166,84.6891,88.8214,83.735,93.1706,93.2009,93.1394,93.1997,81.4146,84.6702,82.3849,88.4379,88.4346,88.5122,88.4038,88.3989,88.3823,81.3347,81.2435,88.366,88.4972,88.517,88.4869,88.2734,88.4382,88.3321,84.5264,97.9032,98.1883,100.0,88.2762,88.3231,90.8616,90.8463,92.6502,92.6547,92.4759,92.5442,92.9851,92.9908,92.477,92.4282,91.8974,91.8312,88.3624,93.3014,93.4361,92.2173,92.22,91.5695,91.6447,88.5181,93.9709,89.2066,91.4083,92.8287,93.1903,93.1154,93.1983,92.0199,92.088,92.1621,92.7482,92.9364,92.7443,92.707,93.021,83.0722,92.5131,92.4613,92.3881,84.3779,83.8435,82.4885,82.9381,82.9609,91.7816,91.8961,91.886,84.5991,82.8063,92.5211,84.8887,84.5879,84.7496,84.6674,84.8065,84.3587,84.4019,84.437,84.5468,84.8809,84.6264,84.4406,84.4441,91.9566,92.0044,91.8584,92.1516,82.5244,84.0626,98.0553,97.9556,97.7236,97.8776,97.8953,97.9076,97.9327,92.5067,92.4808,92.5078,92.4325,92.4504,92.484,92.4827,92.3966,92.8028,93.9845,91.3967,91.3191,91.3273,91.3972,91.307,92.9946,79.9957,80.6671,84.7919,84.293,82.3379,98.1883,036SmalNCTC10258
038SmalSGY2,83.1212,83.1111,83.1875,83.2874,83.2893,84.1838,84.0706,84.0974,84.1552,87.6692,83.0134,88.3252,88.3295,88.3994,88.3012,81.1438,84.1565,81.8681,87.459,87.4418,87.4319,87.4203,87.3325,87.2996,80.959,80.9502,87.3716,87.374,87.4854,87.2988,87.3,87.3639,87.1577,84.0773,88.4002,88.3329,88.3815,100.0,98.864,88.4694,88.4294,88.2642,88.2344,88.5378,88.5571,88.269,88.2496,88.5304,88.601,88.5296,88.5656,87.2878,88.2134,88.3032,88.5735,88.6733,88.2727,88.1994,87.5656,88.3647,87.8531,88.343,88.2937,88.3258,88.3904,88.3927,88.3518,88.3619,88.3941,88.2385,88.4108,88.3592,88.4375,88.1914,82.7318,88.5294,88.4915,88.4832,83.9458,83.1693,81.9645,82.3021,82.443,88.5164,88.5022,88.5808,83.9731,82.4032,88.4507,84.038,84.0155,84.0931,83.9272,83.9719,83.8037,83.7578,84.0316,84.1618,84.3225,84.0749,83.8163,83.8837,88.2722,88.3398,88.2924,88.5063,81.9611,83.5665,88.2689,88.3196,88.3169,88.3696,88.3187,88.305,88.375,88.4452,88.5068,88.5023,88.4926,88.4282,88.4858,88.4374,88.4317,88.2066,88.206,88.2975,88.3357,88.3751,88.3749,88.4096,88.2608,79.7409,80.7158,84.2486,83.7129,81.9659,98.864,039SmalLH_B2
039SmalLH_B2,83.1065,83.2621,83.1404,83.1165,83.1068,84.1384,84.0526,84.1378,84.1513,87.8347,82.9272,88.4272,88.404,88.4602,88.4527,81.1068,84.0392,81.8112,87.5516,87.5202,87.4196,87.4924,87.4114,87.3931,81.1433,80.878,87.4849,87.441,87.5202,87.4811,87.3368,87.3764,87.2803,83.9107,88.3099,88.4094,88.4377,98.8767,100.0,88.5388,88.5622,88.2238,88.3344,88.6123,88.5827,88.3629,88.3833,88.6189,88.5887,88.5794,88.6522,87.3402,88.2491,88.3761,88.7075,88.8127,88.3427,88.3072,87.5473,88.34,87.892,88.477,88.5033,88.5562,88.4847,88.5683,88.4817,88.3882,88.414,88.304,88.3935,88.4862,88.337,88.4568,82.7865,88.4846,88.5294,88.5933,83.9075,83.3007,82.0373,82.4344,82.5809,88.5466,88.6081,88.5992,83.9809,82.4025,88.547,83.9638,83.9452,83.9954,83.9546,83.8149,83.9346,83.7599,83.8621,83.9498,84.2999,84.053,83.7907,83.8977,88.3196,88.314,88.3152,88.487,81.848,83.6214,88.3872,88.3769,88.369,88.535,88.4452,88.4321,88.3848,88.5287,88.4896,88.4975,88.5787,88.5021,88.4695,88.5124,88.4583,88.4347,88.3202,88.3738,88.5189,88.4755,88.5014,88.4622,88.3815,79.6994,80.4722,84.1905,83.5945,81.7871,98.8767,038SmalSGY2
040SmalGYH,83.8661,83.9322,83.9776,83.8653,83.8909,85.1445,85.0948,85.0356,84.9563,89.0409,83.5206,91.0099,90.9593,91.0202,90.9431,81.6465,85.1295,82.2233,88.6251,88.5902,88.5805,88.5321,88.5373,88.7372,81.4143,81.4262,88.5767,88.4554,88.8389,88.5508,88.4044,88.4458,88.2658,84.6152,91.0149,90.8595,90.8404,88.3993,88.4609,100.0,99.8339,90.8705,90.9444,90.888,90.9128,90.8025,90.5571,91.2278,91.2749,91.0669,90.8149,88.4994,90.6891,90.6722,91.3398,91.3124,90.4056,90.3853,88.6051,91.065,89.225,90.8959,90.683,90.9354,90.9221,91.0906,90.9909,91.0192,90.8365,90.7783,90.6918,90.9803,90.787,90.6389,83.2273,91.0094,91.1086,90.9212,84.5986,83.8816,82.7369,82.9455,83.024,90.686,90.9323,90.7203,84.6763,83.1047,90.9411,84.843,84.8012,84.9135,84.8904,84.8873,84.4929,84.4882,84.5972,84.8924,85.1804,84.8959,84.5201,84.5287,90.7349,90.7904,90.6649,90.9806,82.5424,84.7642,90.8147,90.9829,91.1115,90.8187,90.9735,91.0362,91.0193,91.0055,90.9616,91.0141,91.1129,91.0931,91.113,90.9542,91.0506,90.7477,91.0308,90.7082,90.9367,90.9702,90.989,91.3364,90.6934,79.9312,80.9526,85.2492,84.3859,82.5003,99.8339,041SmalSTEN00241
041SmalSTEN00241,83.8615,83.9401,84.068,83.907,84.0037,85.0751,85.0098,84.9631,84.981,89.112,83.6199,91.1007,91.0255,90.938,90.944,81.6429,85.0624,82.2333,88.5796,88.588,88.5946,88.4371,88.4776,88.6635,81.4615,81.5091,88.6381,88.4903,88.8,88.5311,88.3731,88.4918,88.3709,84.6552,91.0316,90.869,90.8642,88.368,88.4572,99.782,100.0,90.809,90.7659,90.8561,90.9783,90.684,90.6068,91.1399,91.2077,91.0388,90.8104,88.4853,90.7373,90.6586,91.3228,91.2109,90.4818,90.4491,88.6854,91.0768,89.2311,90.9534,90.6522,90.9749,90.9742,91.0238,90.9045,91.041,90.7867,90.7013,90.7876,91.049,90.8851,90.6532,83.1879,90.97,90.9838,90.9077,84.571,83.8489,82.691,82.8105,82.9716,90.6587,90.8539,90.7417,84.6484,82.9695,90.747,84.8822,84.9259,84.9945,84.7314,84.7934,84.5059,84.4494,84.6448,84.8855,85.1098,84.7386,84.4815,84.6086,90.7045,90.6962,90.6783,91.0158,82.5678,84.5526,90.8968,90.9754,91.0161,90.7546,91.0703,91.0965,91.0541,90.9611,90.8896,90.874,91.0841,90.9609,90.9887,90.9647,91.0464,90.8772,91.0323,90.7587,91.0228,91.0103,91.0552,91.1322,90.6094,80.0572,81.0199,85.1831,84.2608,82.5713,99.782,040SmalGYH
042SmalWGB211,83.7642,83.7631,83.8733,83.4847,83.6219,84.8613,84.8556,84.7134,84.622,88.947,83.3212,93.0555,93.0927,93.27,93.3385,81.3766,84.9238,82.19,88.4061,88.5096,88.3575,88.4623,88.3835,88.6217,81.2192,81.2678,88.5183,88.4398,88.473,88.4434,88.3053,88.3919,88.2541,84.3726,92.6742,92.5141,92.6606,88.0983,88.0982,90.8654,90.8343,100.0,98.7769,93.609,93.6185,92.1329,92.1868,92.0436,92.1939,91.3558,91.394,88.3769,93.6822,93.5511,92.861,92.8178,92.6106,92.616,88.5618,92.287,89.1571,91.6232,95.6718,93.0513,93.1173,93.2506,91.9062,91.7927,91.7339,94.9483,94.4622,94.4135,95.083,94.1149,83.056,92.1052,92.2228,92.0182,84.6055,84.0219,82.7322,82.6963,82.7187,91.3141,91.4313,91.3158,84.3767,83.2153,93.5758,84.7294,84.6206,84.6697,84.6264,84.5555,84.3093,84.346,84.6169,84.4958,84.7252,84.5887,84.28,84.2726,91.7339,91.6744,91.6617,91.8201,82.3242,84.7203,92.5367,92.6112,92.5963,92.6411,92.6109,92.568,92.6497,92.1314,92.1046,92.125,92.1052,93.6026,93.6416,93.6623,93.7225,94.3355,92.3403,91.3866,91.3749,91.3492,91.3897,91.677,92.1107,79.9431,80.664,84.9179,84.252,82.3986,98.7769,043SmalSJTH1
043SmalSJTH1,83.5493,83.7607,83.6219,83.6528,83.5404,84.9903,84.9823,84.6808,84.6276,88.8079,83.3352,93.1324,93.0762,93.2599,93.206,81.4841,84.8799,82.273,88.4864,88.516,88.5114,88.3977,88.3497,88.5305,81.2463,81.1834,88.4584,88.368,88.5701,88.5283,88.4017,88.4421,88.299,84.4655,92.7253,92.633,92.6403,88.0391,88.1202,90.8749,90.6894,98.7741,100.0,93.6278,93.626,92.1611,92.1607,92.2162,92.2577,91.4867,91.4228,88.2842,93.5617,93.5689,92.8909,92.8284,92.659,92.5383,88.6529,92.399,89.1505,91.5922,95.5931,93.1314,93.2902,93.2555,91.8692,91.9018,91.7292,94.7603,94.4231,94.4494,95.1639,94.1272,83.1487,92.0883,92.1408,92.0992,84.4837,83.7421,82.6648,82.7311,82.7816,91.3304,91.5888,91.3694,84.498,82.8805,93.6063,84.8731,84.647,84.8188,84.7961,84.6819,84.4906,84.4281,84.4747,84.594,84.7594,84.5613,84.3148,84.3886,91.7449,91.6949,91.6661,91.9322,82.4811,84.4752,92.6825,92.6379,92.7048,92.6602,92.6001,92.5564,92.5955,92.0259,92.1129,92.1613,92.0709,93.6864,93.708,93.5055,93.5167,94.196,92.2927,91.3655,91.4273,91.5236,91.4986,91.5639,92.1862,80.0397,80.8193,85.0319,84.103,82.4166,98.7741,042SmalWGB211
044SmalFZD2,83.7007,83.7908,83.808,83.8136,83.7105,84.8908,84.6943,84.8506,84.9195,88.8686,83.5413,92.4328,92.4959,92.6937,92.6448,81.6205,84.6924,82.3985,88.578,88.7197,88.5858,88.6463,88.5585,88.557,81.4348,81.2492,88.6345,88.5383,88.6825,88.6181,88.5116,88.6483,88.3994,84.6591,92.4758,92.5237,92.5267,88.3425,88.3827,90.7683,90.8484,93.6631,93.6302,100.0,98.4535,91.9707,91.9467,92.246,92.328,91.5988,91.6041,88.5042,92.7502,92.7895,93.4834,93.4724,92.6922,92.5974,88.6471,92.3301,89.097,91.8058,93.9195,92.6407,92.5996,92.7427,91.7505,91.9051,91.7033,94.0323,94.5135,94.7148,93.8906,94.4802,83.105,92.2994,92.3452,92.2933,84.3954,83.8333,82.5432,82.8133,82.8213,91.4792,91.523,91.5726,84.6828,82.994,98.0797,84.9386,84.7962,84.8731,84.7614,84.7669,84.5219,84.5647,84.5181,84.8231,85.0006,84.7989,84.5084,84.6641,91.5576,91.6462,91.7435,91.8193,82.5088,84.0829,92.402,92.4813,92.3843,92.5231,92.4429,92.3735,92.4997,92.262,92.2959,92.2875,92.329,98.7698,98.7556,98.3887,98.3864,94.6114,92.1232,91.7687,91.7309,91.776,91.7283,91.6918,91.9096,79.977,80.7568,85.1074,84.2473,82.4785,98.7698,120ICU_D4_5
045SmalSJTL3,83.6938,83.7983,83.7389,83.8279,83.7598,84.8233,84.8404,84.7085,84.7803,88.9755,83.5959,92.464,92.6115,92.7287,92.6654,81.6077,84.8129,82.4193,88.6097,88.6406,88.532,88.5319,88.5319,88.4591,81.3564,81.3291,88.6177,88.5325,88.6986,88.548,88.5046,88.5273,88.3532,84.6818,92.4272,92.6157,92.5222,88.4055,88.4575,90.8358,90.8928,93.6012,93.557,98.5079,100.0,92.0173,91.9262,92.2777,92.3533,91.5853,91.6192,88.4609,92.8399,92.7651,93.3655,93.4975,92.5825,92.595,88.6405,92.3232,89.1412,91.9915,93.8769,92.6456,92.6128,92.76,91.725,91.8436,91.854,93.9441,94.4383,94.6654,93.8736,94.3633,83.1729,92.3777,92.3047,92.293,84.4394,83.7386,82.5798,82.844,82.9108,91.5506,91.5521,91.6262,84.6022,82.9772,97.9565,84.8539,84.6823,84.7584,84.7471,84.6804,84.4664,84.4776,84.4757,84.6365,84.9534,84.7712,84.4333,84.4574,91.6402,91.6681,91.7778,91.7609,82.4183,84.1116,92.5556,92.413,92.4522,92.498,92.513,92.4261,92.5415,92.2497,92.361,92.325,92.3106,98.3779,98.3654,99.2285,99.2257,94.4139,92.1512,91.8768,91.7609,91.8188,91.8041,91.7249,92.0308,79.922,80.9161,85.1581,84.3085,82.4808,99.2285,122UCE_D5_25
046SmalZT1,83.4891,83.7475,83.659,83.8072,83.8749,84.7385,84.5449,84.7929,84.7605,88.8081,83.6993,93.7354,94.0938,93.5281,93.355,81.2374,84.6721,82.2413,88.4505,88.3973,88.4324,88.3813,88.2665,88.2551,81.3519,81.4073,88.4852,88.4442,88.4251,88.2723,88.3305,88.3322,88.2518,84.6005,93.0379,93.0113,92.9459,88.2476,88.3219,90.734,90.7851,92.2654,92.2326,92.0688,92.0589,100.0,97.9332,92.5963,92.6273,92.2599,92.2844,88.3171,92.73,92.7296,92.1723,92.2294,91.2343,91.2906,88.4681,92.2062,89.0084,91.1066,92.4054,94.0887,94.02,93.4848,93.022,93.0995,93.0835,92.4349,92.5055,92.4958,92.4327,92.5765,83.2133,92.5379,92.6035,92.6101,84.3886,83.6506,82.4155,82.8915,82.9918,92.1749,92.2507,92.3074,84.4923,82.8771,92.0056,84.7251,84.7236,84.7955,84.6045,84.6731,84.3021,84.4151,84.481,84.6965,84.7994,84.612,84.2544,84.359,92.8955,92.9239,92.8505,93.0762,82.4174,84.125,93.0022,92.9797,92.967,92.987,93.0104,92.9328,92.9713,92.5078,92.4542,92.5087,92.6004,92.0505,92.066,92.072,92.0329,92.4268,92.1229,91.1309,91.1296,91.1148,91.0764,91.1249,98.8283,79.833,80.7371,84.8213,84.1385,82.353,98.8283,131PhibATCC19867T
